"doi" "body" ".publisher"
"1314" "10.7554/eLife.64694" "Non-linear dimensionality techniques are theoretically appealing, as they can explain more information of the original data with the same number of components than linear techniques, which may boost performance on group classification, cluster identification, and phenotypic score prediction (Errity and McKenna, 2007; Gallos et al., 2020; Hong et al., 2020). Of note, diffusion map embedding is analytically straightforward, as it simply performs a singular value decomposition on the Markov matrix, which can be readily interpreted as a diffusion process throughout the connectome. Researchers have previously adopted both linear (Hong et al., 2020; Murphy et al., 2019; Shine et al., 2019; Tian et al., 2020) and non-linear techniques (Guell et al., 2018; Haak and Beckmann, 2020; Hong et al., 2019; Huntenburg et al., 2017; Larivière et al., 2020; Margulies et al., 2016; Müller et al., 2020; Paquola et al., 2019b, 2019a; Sofie L. Valk et al., 2020), and it thus remains an open question as to which technique should be preferred (Hong et al., 2020; Vos de Wael et al., 2020). We opted to stick with the diffusion maps in our main analysis to stay consistent with prior work from our group and others (Hong et al., 2019, 2020; Huntenburg et al., 2017; Larivière et al., 2020; Margulies et al., 2016; Müller et al., 2020; Paquola et al., 2019a; Park et al., 2021; Sofie L. Valk et al., 2020; Vos de Wael et al., 2020). In the revised sensitivity analyses, we also derived gradients via PCA, and showed consistent manifold dimensions using this technique (linear correlation = 0.998 ± 0.001 across E1/E2/E3; Figure 1—figure supplement 7A), as well as consistent age-effects on manifold eccentricity (Figure 1—figure supplement 7B)." "elife"
"1315" "10.7554/eLife.64694" "We updated Results:" "elife"
"1316" "10.7554/eLife.64694" "“e) Connectome manifold generation using principal component analysis. In a separate analysis, we generated eigenvectors using principal component analysis (Wold et al., 1987), instead of diffusion map embedding (Coifman and Lafon, 2006), and found consistent spatial maps (linear correlation = 0.998 ± 0.001 across E1/E2/E3; Figure 1—figure supplement 7A) and longitudinal findings (Figure 1—figure supplement 7B).”" "elife"
"1317" "10.7554/eLife.64694" "Materials and methods:" "elife"
"1318" "10.7554/eLife.64694" "“An affinity matrix was constructed with a normalized angle kernel, and eigenvectors were estimated via diffusion map embedding (Figure 1A), a non-linear dimensionality reduction technique (Coifman and Lafon, 2006) that projects connectome features into low dimensional manifolds (Margulies et al., 2016). This technique is only controlled by few parameters, computationally efficient, and relatively robust to noise compared to other non-linear techniques (Errity and McKenna, 2007; Gallos et al., 2020; Hong et al., 2020; Tenenbaum et al., 2000), and has been extensively used in the previous gradient mapping literature (Hong et al., 2019, 2020; Huntenburg et al., 2017; Larivière et al., 2020a; Margulies et al., 2016; Müller et al., 2020; Paquola et al., 2019a; Park et al., 2021; Sofie L. Valk et al., 2020; Vos de Wael et al., 2020).”" "elife"
"1319" "10.7554/eLife.64694" "“e) Connectome manifold generation using principal component analysis. To explore consistency of our results when using different dimensionality reduction techniques, we generated connectome manifolds using principal component analysis (Wold et al., 1987), instead of relying on diffusion map embedding (Coifman and Lafon, 2006), and performed longitudinal modeling (Figure 1—figure supplement 7). We compared the eigenvectors estimated from diffusion map embedding and principal component analysis using linear correlations.”" "elife"
"1320" "10.7554/eLife.64694" "as well as Discussion:" "elife"
"1321" "10.7554/eLife.64694" "“In our longitudinal study, we could identify marked connectome expansion during adolescence, mainly encompassing transmodal and heteromodal association cortex in prefrontal, temporal, and posterior regions, the territories known to mature later in development (Gogtay et al., 2004; Shaw et al., 2006). Findings remained consistent when we considered a linear dimensionality reduction technique, suggesting robustness to methodological details of this analysis.”" "elife"
"1322" "10.7554/eLife.64694" "ii. Is there something special about picking 3 dimensions to do the eccentricity calculation? Is dimensionality reduction required at all (e.g., would you get similar results by computing eccentricity in the full-dimensional space?)" "elife"
"1323" "10.7554/eLife.64694" "Based on the screen plot in Figure 1A, we selected the first three eigenvectors as (i) they explained approximately 50% of variance in the affinity matrix, (ii) each explained >10% (i.e., 20.7/15.8/13.5% for E1/E2/E3, respectively), and (iii) the choice of three eigenvectors captured a clearly visible eigengap. Prior work has chosen a similar approach, as higher order components may sometimes not show clear spatial patterns and/or higher noise contributions (Haak et al., 2018; Hong et al., 2019, 2020; Margulies et al., 2016; Paquola et al., 2019b, 2019a; Park et al., 2021, 2020a; Vos de Wael et al., 2018). In response to the reviewers’ suggestion, we also assessed manifold eccentricity from the full dimensional space (Figure 1—figure supplement 9A-B). The spatial pattern of manifold eccentricity correlated with the original solution based on three eigenvectors (r = 0.54, p < 0.001). Moreover, longitudinal changes in manifold eccentricity were similar to the original findings (linear correlation of t-statistic map = 0.68, p < 0.001; Figure 1—figure supplement 9C), confirming manifold expansion in transmodal cortices." "elife"
"1324" "10.7554/eLife.64694" "We updated Results:" "elife"
"1325" "10.7554/eLife.64694" "“g) Manifold eccentricity based on all eigenvectors. Repeating manifold eccentricity calculation and age modeling using all eigenvectors, instead of using only the first three, we observed relatively consistent results with our original findings (linear correlation of manifold eccentricity r = 0.54, p < 0.001; t-statistic map r = 0.68, p < 0.001), also pointing to manifold expansion in transmodal cortices (Figure 1—figure supplement 9).”" "elife"
"1326" "10.7554/eLife.64694" "as well as Materials and methods:" "elife"
"1327" "10.7554/eLife.64694" "“g) Manifold eccentricity analysis based on all eigenvectors. We repeated our analysis by calculating manifold eccentricity from all eigenvectors to assess consistency of the findings (Figure 1—figure supplement 9).”" "elife"
"1328" "10.7554/eLife.64694" "iii. Does it outperform basic connectome measures (e.g., the simple ones the authors compute)?" "elife"
"1329" "10.7554/eLife.64694" "To compare the age-effects on manifold eccentricity with graph-theoretical effects, we calculated betweenness, degree, and eigenvector centrality measures (Rubinov and Sporns, 2010). While betweenness centrality did not reveal significant effects, degree and eigenvector centrality showed effects in similar regions as manifold eccentricity (Figure 1—figure supplement 8). Calculating linear correlation between the effect size maps, we found a graded pattern of similarity, which was low but significant for betweenness centrality (r = 0.18, p = 0.02; significance determined by 1,000 spin tests that account for spatial autocorrelation (Alexander-Bloch et al., 2018)) and moderate for degree and eigenvector centrality (r = 0.57, p < 0.001; r = 0.47, p < 0.001)." "elife"
